/dev/CMSSW_8_0_0/GRun/V58																				EXO				
																				EXO				
stream ALCAELECTRON				1e34	7e33	5e33	3.5e33	2e33	1e33	7e32	5e32	3.5e32	2e32	1e32		Level 1 Trigger seeds		L1 seeds OK ?	Proposed L1 Seeds	Group				
	dataset AlCaElectron																							
		AlCa_DoubleEle_CaloIdL_TrackIdL_IsoVL_DZ_v1		1	1	1	1	1	1	1	1	1	1	1		L1_DoubleEG_24_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_18_17		no, CMSHLT-766	L1_DoubleEG_24_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_18_17 OR L1_DoubleEG_22_12 OR L1_DoubleEG_22_15 OR L1_DoubleEG_15_10 OR L1_DoubleEG23_10					
		AlCa_DoubleEle_CaloIdL_TrackIdL_IsoVL_v1		1	1	1	1	1	1	1	1	1	1	1		L1_DoubleEG_24_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_18_17		no, CMSHLT-766	L1_DoubleEG_24_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_18_17 OR L1_DoubleEG_22_12 OR L1_DoubleEG_22_15 OR L1_DoubleEG_15_10 OR L1_DoubleEG23_10					
		AlCa_SingleEle_WPVeryLoose_Gsf_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG24 OR L1_SingleIsoEG26 OR L1_SingleIsoEG28 OR L1_SingleIsoEG30 OR L1_SingleIsoEG34		no, CMSHLT-765 (minor. Only for low lumi)	L1_SingleIsoEG24 OR L1_SingleIsoEG26 OR L1_SingleIsoEG28 OR L1_SingleIsoEG30 OR L1_SingleIsoEG34 OR L1_SingleIsoEG18 OR L1_SingleIsoEG20 OR L1_SingleIsoEG22					
stream ALCALUMIPIXELS																								
	dataset AlCaLumiPixels																							
		AlCa_LumiPixels_Random_v1		12	12	12	12	12	12	12	12	12	12	12		(none)		yes						
		AlCa_LumiPixels_ZeroBias_v2		45	45	45	45	45	45	45	45	45	45	45		L1_ZeroBias		yes						
stream ALCAP0																								
	dataset AlCaP0																							
		AlCa_EcalEtaEBonly_v3		5	5	5	5	5	5	5	5	5	5	5		L1_AlwaysTrue OR L1_SingleEG5 OR L1_SingleEG10 OR L1_SingleEG15 OR L1_SingleEG18 OR L1_SingleEG24 OR L1_SingleEG26 OR L1_SingleEG28 OR L1_SingleEG30 OR L1_SingleEG34 OR L1_SingleEG40 OR L1_SingleEG45 OR L1_SingleIsoEG18 OR L1_SingleIsoEG20 OR L1_SingleIsoEG22 OR L1_SingleIsoEG24 OR L1_SingleIsoEG26 OR L1_SingleIsoEG28 OR L1_SingleIsoEG30 OR L1_SingleIsoEG34 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleIsoEG24er OR L1_SingleIsoEG26er OR L1_SingleIsoEG28er OR L1_SingleIsoEG30er OR L1_SingleIsoEG34er OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_SingleJet16 OR L1_SingleJet20 OR L1_SingleJet35 OR L1_SingleJet160 OR L1_SingleJet90 OR L1_SingleJet120 OR L1_SingleJet140 OR L1_SingleJet150 OR L1_SingleJet160 OR L1_SingleJet170 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJetC40 OR L1_DoubleJetC50 OR L1_DoubleJetC60 OR L1_DoubleJetC80 OR L1_DoubleJetC100 OR L1_DoubleJetC112 OR L1_DoubleJetC120 OR L1_TripleJet_88_72_56_VBF OR L1_TripleJet_84_68_48_VBF OR L1_TripleJet_92_76_64_VBF OR L1_QuadJetC40 OR L1_QuadJetC50 OR L1_QuadJetC60 OR L1_HTT120 OR L1_HTT160 OR L1_HTT200 OR L1_HTT240 OR L1_HTT255 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300 OR L1_HTT320 OR L1_HTT220	...	no, CMSHLT-767	Please add in OR also L1_DoubleEG_22_12 OR L1_DoubleEG_22_15 OR L1_SingleJet60					
		AlCa_EcalEtaEEonly_v3		1	1	1	1	1	1	1	1	1	1	1		L1_AlwaysTrue OR L1_SingleEG5 OR L1_SingleEG10 OR L1_SingleEG15 OR L1_SingleEG18 OR L1_SingleEG24 OR L1_SingleEG26 OR L1_SingleEG28 OR L1_SingleEG30 OR L1_SingleEG34 OR L1_SingleEG40 OR L1_SingleEG45 OR L1_SingleIsoEG18 OR L1_SingleIsoEG20 OR L1_SingleIsoEG22 OR L1_SingleIsoEG24 OR L1_SingleIsoEG26 OR L1_SingleIsoEG28 OR L1_SingleIsoEG30 OR L1_SingleIsoEG34 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleIsoEG24er OR L1_SingleIsoEG26er OR L1_SingleIsoEG28er OR L1_SingleIsoEG30er OR L1_SingleIsoEG34er OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_SingleJet16 OR L1_SingleJet20 OR L1_SingleJet35 OR L1_SingleJet160 OR L1_SingleJet90 OR L1_SingleJet120 OR L1_SingleJet140 OR L1_SingleJet150 OR L1_SingleJet160 OR L1_SingleJet170 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJetC40 OR L1_DoubleJetC50 OR L1_DoubleJetC60 OR L1_DoubleJetC80 OR L1_DoubleJetC100 OR L1_DoubleJetC112 OR L1_DoubleJetC120 OR L1_TripleJet_88_72_56_VBF OR L1_TripleJet_84_68_48_VBF OR L1_TripleJet_92_76_64_VBF OR L1_QuadJetC40 OR L1_QuadJetC50 OR L1_QuadJetC60 OR L1_HTT120 OR L1_HTT160 OR L1_HTT200 OR L1_HTT240 OR L1_HTT255 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300 OR L1_HTT320 OR L1_HTT220	...	no, CMSHLT-767	Please add in OR also L1_DoubleEG_22_12 OR L1_DoubleEG_22_15 OR L1_SingleJet60					
		AlCa_EcalPi0EBonly_v3		5	5	5	5	5	5	5	5	5	5	5		L1_AlwaysTrue OR L1_SingleEG5 OR L1_SingleEG10 OR L1_SingleEG15 OR L1_SingleEG18 OR L1_SingleEG24 OR L1_SingleEG26 OR L1_SingleEG28 OR L1_SingleEG30 OR L1_SingleEG34 OR L1_SingleEG40 OR L1_SingleEG45 OR L1_SingleIsoEG18 OR L1_SingleIsoEG20 OR L1_SingleIsoEG22 OR L1_SingleIsoEG24 OR L1_SingleIsoEG26 OR L1_SingleIsoEG28 OR L1_SingleIsoEG30 OR L1_SingleIsoEG34 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleIsoEG24er OR L1_SingleIsoEG26er OR L1_SingleIsoEG28er OR L1_SingleIsoEG30er OR L1_SingleIsoEG34er OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_SingleJet16 OR L1_SingleJet20 OR L1_SingleJet35 OR L1_SingleJet160 OR L1_SingleJet90 OR L1_SingleJet120 OR L1_SingleJet140 OR L1_SingleJet150 OR L1_SingleJet160 OR L1_SingleJet170 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJetC40 OR L1_DoubleJetC50 OR L1_DoubleJetC60 OR L1_DoubleJetC80 OR L1_DoubleJetC100 OR L1_DoubleJetC112 OR L1_DoubleJetC120 OR L1_TripleJet_88_72_56_VBF OR L1_TripleJet_84_68_48_VBF OR L1_TripleJet_92_76_64_VBF OR L1_QuadJetC40 OR L1_QuadJetC50 OR L1_QuadJetC60 OR L1_HTT120 OR L1_HTT160 OR L1_HTT200 OR L1_HTT240 OR L1_HTT255 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300 OR L1_HTT320 OR L1_HTT220	...	no, CMSHLT-767	Please add in OR also L1_DoubleEG_22_12 OR L1_DoubleEG_22_15 OR L1_SingleJet60					
		AlCa_EcalPi0EEonly_v3		1	1	1	1	1	1	1	1	1	1	1		L1_AlwaysTrue OR L1_SingleEG5 OR L1_SingleEG10 OR L1_SingleEG15 OR L1_SingleEG18 OR L1_SingleEG24 OR L1_SingleEG26 OR L1_SingleEG28 OR L1_SingleEG30 OR L1_SingleEG34 OR L1_SingleEG40 OR L1_SingleEG45 OR L1_SingleIsoEG18 OR L1_SingleIsoEG20 OR L1_SingleIsoEG22 OR L1_SingleIsoEG24 OR L1_SingleIsoEG26 OR L1_SingleIsoEG28 OR L1_SingleIsoEG30 OR L1_SingleIsoEG34 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleIsoEG24er OR L1_SingleIsoEG26er OR L1_SingleIsoEG28er OR L1_SingleIsoEG30er OR L1_SingleIsoEG34er OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_SingleJet16 OR L1_SingleJet20 OR L1_SingleJet35 OR L1_SingleJet160 OR L1_SingleJet90 OR L1_SingleJet120 OR L1_SingleJet140 OR L1_SingleJet150 OR L1_SingleJet160 OR L1_SingleJet170 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJetC40 OR L1_DoubleJetC50 OR L1_DoubleJetC60 OR L1_DoubleJetC80 OR L1_DoubleJetC100 OR L1_DoubleJetC112 OR L1_DoubleJetC120 OR L1_TripleJet_88_72_56_VBF OR L1_TripleJet_84_68_48_VBF OR L1_TripleJet_92_76_64_VBF OR L1_QuadJetC40 OR L1_QuadJetC50 OR L1_QuadJetC60 OR L1_HTT120 OR L1_HTT160 OR L1_HTT200 OR L1_HTT240 OR L1_HTT255 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300 OR L1_HTT320 OR L1_HTT220	...	no, CMSHLT-767	Please add in OR also L1_DoubleEG_22_12 OR L1_DoubleEG_22_15 OR L1_SingleJet60					
stream ALCAPHISYM																								
	dataset AlCaPhiSym																							
		AlCa_EcalPhiSym_v3		1	1	1	1	1	1	1	1	1	1	1		L1_ZeroBias OR L1_AlwaysTrue		yes						
stream Parking																								
	dataset ParkingHT410to430																							
		HLT_HT410to430_v1		1	1	1	1	1	1	1	1	1	1	1		L1_HTT220 OR L1_HTT255 OR L1_HTT280 OR L1_HTT300		No	L1_HTT200 OR L1_HTT240 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300	EXO				
	dataset ParkingHT430to450																							
		HLT_HT430to450_v1		1	1	1	1	1	1	1	1	1	1	1		L1_HTT220 OR L1_HTT255 OR L1_HTT280 OR L1_HTT300		No	L1_HTT200 OR L1_HTT240 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300	EXO				
	dataset ParkingHT450to470																							
		HLT_HT450to470_v1		1	1	1	1	1	1	1	1	1	1	1		L1_HTT220 OR L1_HTT255 OR L1_HTT280 OR L1_HTT300		No	L1_HTT200 OR L1_HTT240 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300	EXO				
	dataset ParkingHT470to500																							
		HLT_HT470to500_v1		1	1	1	1	1	1	1	1	1	1	1		L1_HTT220 OR L1_HTT255 OR L1_HTT280 OR L1_HTT300		No	L1_HTT200 OR L1_HTT240 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300	EXO				
	dataset ParkingHT500to550																							
		HLT_HT500to550_v1		1	1	1	1	1	1	1	1	1	1	1		L1_HTT220 OR L1_HTT255 OR L1_HTT280 OR L1_HTT300		No	L1_HTT200 OR L1_HTT240 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300	EXO				
	dataset ParkingHT550to650																							
		HLT_HT550to650_v1		1	1	1	1	1	1	1	1	1	1	1		L1_HTT220 OR L1_HTT255 OR L1_HTT280 OR L1_HTT300		No	L1_HTT200 OR L1_HTT240 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300	EXO				
	dataset ParkingHT650																							
		HLT_HT650_v2		1	1	1	1	1	1	1	1	1	1	1		L1_HTT220 OR L1_HTT255 OR L1_HTT280 OR L1_HTT300		No	L1_HTT200 OR L1_HTT240 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300	EXO				
stream PhysicsEGammaCommissioning																								
	dataset Commissioning																							
		HLT_DiSC30_18_EIso_AND_HE_Mass70_v1		500	500	500	500	500	500	500	500	500	500	500		L1_SingleEG26 OR L1_SingleEG30 OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_23_10 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17	...	CMSHLT-774	L1_SingleIsoEG22er OR L1_SingleIsoEG24 OR L1_SingleEG40 OR L1_DoubleEG_18_17 OR L1_DoubleEG_22_12  OR L1_DoubleEG_15_10					
		HLT_IsoTrackHB_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet60		yes						
		HLT_IsoTrackHE_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet60		yes						
		HLT_L1SingleMuOpen_DT_v2		0	0	0	0	0	0	0	0	0	0	0		L1_SingleMuOpen								
		HLT_L1Tech_DT_GlobalOR_v2		3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000		L1_ZeroBias								
	dataset DoubleEG																							
		HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG26 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_23_10	...	CMSHLT-764	L1_SingleEG40 OR L1_SingleIsoEG24 OR L1_DoubleEG_15_10 OR L1_DoubleEG_22_12 OR L1_DoubleEG_18_17	HIG				
		HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG26 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_23_10	...	CMSHLT-764	L1_SingleEG40 OR L1_SingleIsoEG24 OR L1_DoubleEG_15_10 OR L1_DoubleEG_22_12 OR L1_DoubleEG_18_17	HIG				
		HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG26 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_23_10	...	CMSHLT-764	L1_SingleEG40 OR L1_SingleIsoEG24 OR L1_DoubleEG_15_10 OR L1_DoubleEG_22_12 OR L1_DoubleEG_18_17	HIG				
		HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass90_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG26 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_23_10	...	CMSHLT-764	L1_SingleEG40 OR L1_SingleIsoEG24 OR L1_DoubleEG_15_10 OR L1_DoubleEG_22_12 OR L1_DoubleEG_18_17	HIG				
		HLT_Diphoton30_18_Solid_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG26 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_23_10	...	CMSHLT-764	L1_SingleEG40 OR L1_SingleIsoEG24 OR L1_DoubleEG_15_10 OR L1_DoubleEG_22_12 OR L1_DoubleEG_18_17	HIG				
		HLT_DoubleEle24_22_eta2p1_WPLoose_Gsf_v2		1	1	1	1	1	1	1	1	1	1	1		L1_DoubleEG_22_10 OR L1_DoubleEG_24_17								
		HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG40 OR L1_SingleEG30 OR L1_SingleEG26 OR L1_SingleEG24 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_SingleJet200	...	no	L1_SingleEG40 OR L1_SingleEG40 OR L1_SingleEG30 OR L1_SingleEG26 OR L1_SingleEG24 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_SingleJet170	EXO				
		HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG40 OR L1_SingleEG30 OR L1_SingleEG26 OR L1_SingleEG24 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_SingleJet200	...	no	L1_SingleEG40 OR L1_SingleEG40 OR L1_SingleEG30 OR L1_SingleEG26 OR L1_SingleEG24 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_SingleJet170	EXO				
		HLT_DoubleEle33_CaloIdL_MW_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG40 OR L1_SingleEG30 OR L1_SingleEG26 OR L1_SingleEG24 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_SingleJet200	...	no	L1_SingleEG40 OR L1_SingleEG40 OR L1_SingleEG30 OR L1_SingleEG26 OR L1_SingleEG24 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_SingleJet170	EXO				
		HLT_DoubleEle33_CaloIdL_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG40 OR L1_SingleEG30 OR L1_SingleEG26 OR L1_SingleEG24 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_SingleJet200	...	no	L1_SingleEG40 OR L1_SingleEG40 OR L1_SingleEG30 OR L1_SingleEG26 OR L1_SingleEG24 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_SingleJet170	EXO				
		HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT250_v1		0	1	1	1	1	1	1	1	1	1	1		L1_DoubleEG6_HTT255 OR L1_HTT200 OR L1_HTT220 OR L1_HTT255 OR L1_HTT300		CMSHLT-762	L1_DoubleEG6_HTT255 OR L1_HTT160 OR L1_HTT200 OR L1_HTT220 OR L1_HTT240 OR L1_HTT255 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300 OR L1_HTT320					
		HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300_v4		1	1	1	1	1	1	1	1	1	1	1		L1_DoubleEG6_HTT255 OR L1_HTT200 OR L1_HTT220 OR L1_HTT255 OR L1_HTT300		CMSHLT-762	L1_DoubleEG6_HTT255 OR L1_HTT160 OR L1_HTT200 OR L1_HTT220 OR L1_HTT240 OR L1_HTT255 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300 OR L1_HTT320					
		HLT_DoublePhoton60_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG40 OR L1_SingleJet200		no	L1_SingleEG40 OR L1_SingleJet170	EXO				
		HLT_DoublePhoton85_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG40 OR L1_SingleJet200		no	L1_SingleEG40 OR L1_SingleJet170	EXO				
		HLT_ECALHT800_v2		1	1	1	1	1	1	1	1	1	1	1		L1_HTT300 OR L1_ETM70		No	L1_HTT280 OR L1_HTT300 OR L1_HTT320 OR L1_ETM80 OR L1_ETM90 OR L1_ETM100	EXO				
		HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV_p13_v1		5	2	1	1	1	1	1	1	1	1	1		L1_Jet32_MuOpen_EG10_dPhi_Jet_Mu_Max0p4_dPhi_Mu_EG_Min1p0		yes						
		HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v3		1	1	1	150	150	150	200	150	100	65	30		L1_SingleEG10 OR L1_SingleEG15		yes		PS needed				
		HLT_Ele12_CaloIdL_TrackIdL_IsoVL_v3		1	1	1	125	125	125	175	125	50	25	1		L1_SingleEG10 OR L1_SingleEG15		yes		PS needed				
		HLT_Ele12_CaloIdM_TrackIdM_PFJet30_v3		1	1	1	300	300	300	400	300	200	130	60		L1_SingleEG10 OR L1_SingleEG15		yes		PS needed				
		HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL_v3		1	1	1	1	1	1	1	1	1	1	1		L1_TripleEG_14_10_8		yes						
		HLT_Ele17_CaloIdL_TrackIdL_IsoVL_PFJet30_v1		1	1	1	11	11	11	15	11	8	5	3		L1_SingleEG15		yes		PS needed				
		HLT_Ele17_CaloIdL_TrackIdL_IsoVL_v2		1	1	1	11	11	11	15	11	8	5	3		L1_SingleEG15		yes						
		HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v1		1	1	1	11	11	11	15	11	8	5	3		L1_SingleEG15		yes		PS needed				
		HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v3		0	1	1	1	1	1	1	1	1	1	1		L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_23_10		CMSHLT-764	L1_SingleEG40 OR L1_SingleIsoEG24 OR L1_SingleIsoEG22er OR L1_DoubleEG_22_12 OR L1_DoubleEG_18_17 OR L1_DoubleEG_15_10	SUSY: shouldn't we also keep L1_DoubleEG_15_10 ???			<-- OK	
		HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_v3		0	10	7	5	2	1	1	1	1	1	1		L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_23_10		CMSHLT-764	L1_SingleEG40 OR L1_SingleIsoEG24 OR L1_SingleIsoEG22er OR L1_DoubleEG_22_12 OR L1_DoubleEG_18_17 OR L1_DoubleEG_15_10	SUSY: shouldn't we also keep L1_DoubleEG_15_10 ???			<-- OK	
		HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v3		1	1	1600	1100	650	325	250	180	125	75	36		L1_SingleEG15		yes		PS needed				
		HLT_Ele23_CaloIdL_TrackIdL_IsoVL_v3		1	1	1000	700	400	200	140	100	70	40	20		L1_SingleEG24		CMSHLT-764	L1_SingleEG18 OR L1_SingleEG24 (+OR L1_SingleEG22 if it can exist)	PS needed				
		HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v3		1	1	650	530	300	150	120	80	60	32	16		L1_SingleEG15		yes		PS needed				
