/dev/CMSSW_8_0_0/GRun/V58																				EXO				
		HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v3		1	1	1	1	1	1	1	1	1	1	1		L1_DoubleEG_22_10 OR L1_DoubleEG_24_17		CMSHLT-764	L1_SingleEG40 OR L1_SingleIsoEG24 OR L1_SingleIsoEG22er OR L1_DoubleEG_22_12 OR L1_DoubleEG_18_17					
		HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v3		10	5	3	2	1	1	1	1	1	1	1		L1_DoubleEG_22_10 OR L1_DoubleEG_24_17		CMSHLT-764	L1_SingleEG40 OR L1_SingleIsoEG24 OR L1_SingleIsoEG22er OR L1_DoubleEG_22_12 OR L1_DoubleEG_18_17					
		HLT_Ele27_HighEta_Ele20_Mass55_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17		no	L1_SingleEG40 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_DoubleEG_22_12 OR L1_DoubleEG_18_17	ECAL				
		HLT_Ele30WP60_Ele8_Mass55_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG26 OR L1_SingleIsoEG30er		CMSHLT-774	L1_SingleEG40 OR L1_SingleIsoEG24 OR L1_SingleIsoEG22er					
		HLT_Ele30WP60_SC4_Mass55_v3		2	2	1	1	1	1	1	1	1	1	1		L1_SingleEG26 OR L1_SingleIsoEG30er		CMSHLT-774	L1_SingleEG40 OR L1_SingleIsoEG24 OR L1_SingleIsoEG22er					
		HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v1		1	1	1	1	1	1	8	8	8	8	8		L1_SingleEG10 OR L1_SingleEG5		yes		PS needed				
		HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v3		1	1	1	1	1	1	8	8	8	8	8		L1_SingleEG10 OR L1_SingleEG5		yes		PS needed				
		HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60_v2		300	150	100	75	42	21	15	10	7	4	2		L1_SingleEG40 OR L1_SingleEG40 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_23_10	...	yes		EXO				
		HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG40 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_23_10	...	yes		EXO				
		HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG40 OR L1_DoubleEG_22_10 OR L1_DoubleEG_24_17 OR L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_23_10	...	yes		EXO				
	dataset FSQJets																							
		HLT_DiPFJet15_FBEta3_NoCaloMatched_v1		0	0	0	0	0	0	0	0	0	0	0		L1_AlwaysTrue								
		HLT_DiPFJet15_NoCaloMatched_v1		0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet8_BptxAND								
		HLT_DiPFJet25_FBEta3_NoCaloMatched_v1		0	0	0	0	0	0	0	0	0	0	0		L1_AlwaysTrue								
		HLT_DiPFJet25_NoCaloMatched_v1		0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet12_BptxAND								
		HLT_DiPFJetAve15_HFJEC_v1		0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet8_BptxAND								
		HLT_DiPFJetAve25_HFJEC_v1		0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet12_BptxAND								
		HLT_DiPFJetAve35_HFJEC_v1		0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet16								
		HLT_PFJet15_NoCaloMatched_v3		0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet8_BptxAND								
		HLT_PFJet25_NoCaloMatched_v1		0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet12_BptxAND								
	dataset HLTPhysics																							
		HLT_Physics_v2		6400	6400	6400	6400	6400	6400	4500	3600	3200	3200	3200		(none)								
	dataset HcalHPDNoise																							
		HLT_GlobalRunHPDNoise_v3		3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500		L1_SingleJetC20_NotBptxOR		Thiago is checking						
	dataset HcalNZS																							
		HLT_HcalNZS_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG5 OR L1_SingleEG24 OR L1_SingleJet35 OR L1_SingleJet60 OR L1_SingleMuOpen OR L1_ZeroBias		yes		AlCa				
		HLT_HcalPhiSym_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG5 OR L1_SingleEG24 OR L1_SingleMuOpen		yes		AlCa				
		HLT_HcalUTCA_v2		1	1	1	1	1	1	1	1	1	1	1		(none)		yes		AlCa				
	dataset L1MinimumBias																							
		HLT_L1MinimumBiasHF_AND_v1		0	0	0	0	0	0	0	0	0	0	0		L1_AlwaysTrue								
		HLT_L1MinimumBiasHF_OR_v1		0	0	0	0	0	0	0	0	0	0	0		L1_AlwaysTrue								
	dataset MonteCarlo																							
		MC_AK4CaloJets_v1		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_AK4PFJets_v2		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_AK8CaloHT_v1		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_AK8PFHT_v2		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_AK8PFJets_v2		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_AK8TrimPFJets_v2		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_CaloHT_v1		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_CaloMET_JetIdCleaned_v1		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_CaloMET_v1		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_CaloMHT_v1		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_Diphoton10_10_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass10_v1		0	0	0	0	0	0	0	0	0	0	0		L1_SingleEG5								
		MC_DoubleEle5_CaloIdL_GsfTrkIdVL_MW_v2		0	0	0	0	0	0	0	0	0	0	0		L1_SingleEG5								
		MC_DoubleGlbTrkMu_TrkIsoVVL_DZ_v1		0	0	0	0	0	0	0	0	0	0	0		L1_DoubleMu0								
		MC_DoubleMuNoFiltersNoVtx_v1		0	0	0	0	0	0	0	0	0	0	0		L1_DoubleMu0								
		MC_DoubleMu_TrkIsoVVL_DZ_v1		0	0	0	0	0	0	0	0	0	0	0		L1_DoubleMu0								
		MC_Ele15_Ele10_CaloIdL_TrackIdL_IsoVL_DZ_v2		0	0	0	0	0	0	0	0	0	0	0		L1_DoubleEG_15_10 OR L1_DoubleEG_18_17 OR L1_DoubleEG_20_18 OR L1_DoubleEG_23_10								
		MC_Ele5_WPLoose_Gsf_v2		0	0	0	0	0	0	0	0	0	0	0		L1_SingleEG5								
		MC_IsoMu_v4		0	0	0	0	0	0	0	0	0	0	0		L1_SingleMu5 OR L1_SingleMu7								
		MC_IsoTkMu15_v3		0	0	0	0	0	0	0	0	0	0	0		L1_SingleMu5 OR L1_SingleMu7								
		MC_PFHT_v2		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_PFMET_v2		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_PFMHT_v2		0	0	0	0	0	0	0	0	0	0	0		(none)								
		MC_ReducedIterativeTracking_v1		0	0	0	0	0	0	0	0	0	0	0		(none)								
	dataset NoBPTX																							
		HLT_JetE30_NoBPTX3BX_NoHalo_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleJetC20_NotBptxOR_3BX		yes		EXO				
		HLT_JetE30_NoBPTX_v2		160	60	42	30	17	8	6	4	3	1	1		L1_SingleJetC20_NotBptxOR		yes		EXO				
		HLT_JetE50_NoBPTX3BX_NoHalo_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleJetC32_NotBptxOR_3BX OR L1_SingleJetC36_NotBptxOR_3BX		yes		EXO				
		HLT_JetE70_NoBPTX3BX_NoHalo_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleJetC32_NotBptxOR_3BX OR L1_SingleJetC36_NotBptxOR_3BX		yes		EXO				
		HLT_L2Mu10_NoVertex_NoBPTX3BX_NoHalo_v2		100	100	70	50	30	15	10	7	5	2	1		L1_SingleMuOpen_NotBptxOR_3BX		yes		EXO				
		HLT_L2Mu10_NoVertex_NoBPTX_v2		100	100	70	50	30	15	10	7	5	2	1		L1_SingleMuOpen_NotBptxOR		yes		EXO				
		HLT_L2Mu35_NoVertex_3Sta_NoBPTX3BX_NoHalo_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleMuOpen_NotBptxOR_3BX		yes		EXO				
		HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX_NoHalo_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleMuOpen_NotBptxOR_3BX		yes		EXO				
	dataset SingleElectron																							
		HLT_Ele105_CaloIdVT_GsfTrkIdT_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG40 OR L1_SingleJet200		no	L1_SingleEG40 OR L1_SingleJet170	EXO				
		HLT_Ele115_CaloIdVT_GsfTrkIdT_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleEG40 OR L1_SingleJet200		no	L1_SingleEG40 OR L1_SingleJet170	EXO				
		HLT_Ele15_IsoVVVL_BTagCSV_p067_PFHT400_v1		10	5	3	2	1	1	1	1	1	1	1		(L1_HTT200 OR L1_HTT220 OR L1_HTT255 OR L1_HTT300) AND (L1_SingleEG5)		CMSHLT-762	(L1_HTT200 OR L1_HTT220 OR L1_HTT240 OR L1_HTT255 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300 OR L1_HTT320) AND (L1_SingleEG5)					
		HLT_Ele15_IsoVVVL_PFHT350_PFMET50_v2		1	1	1	1	1	1	1	1	1	1	1		(L1_HTT200 OR L1_HTT220 OR L1_HTT255 OR L1_HTT300) AND (L1_SingleEG5)		CMSHLT-762	(L1_HTT200 OR L1_HTT220 OR L1_HTT240 OR L1_HTT255 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300 OR L1_HTT320) AND (L1_SingleEG5)					
		HLT_Ele15_IsoVVVL_PFHT350_v2		10	1	1	1	1	1	1	1	1	1	1		(L1_HTT200 OR L1_HTT220 OR L1_HTT255 OR L1_HTT300) AND (L1_SingleEG5)		CMSHLT-762	(L1_HTT200 OR L1_HTT220 OR L1_HTT240 OR L1_HTT255 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300 OR L1_HTT320) AND (L1_SingleEG5)					
		HLT_Ele15_IsoVVVL_PFHT600_v3		1	1	1	1	1	1	1	1	1	1	1		(L1_HTT200 OR L1_HTT220 OR L1_HTT255 OR L1_HTT300) AND (L1_SingleEG5)		CMSHLT-762	(L1_HTT200 OR L1_HTT220 OR L1_HTT240 OR L1_HTT255 OR L1_HTT270 OR L1_HTT280 OR L1_HTT300 OR L1_HTT320) AND (L1_SingleEG5)					
		HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG26		no - JIRA soon						
		HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_v3		1	1	1	1	1	1	1	1	1	1	1		L1_IsoEG22er_Tau20er_dEta_Min0p2		no - JIRA soon						
		HLT_Ele22_eta2p1_WPLoose_Gsf_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG26								
		HLT_Ele22_eta2p1_WPTight_Gsf_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG26								
		HLT_Ele23_WPLoose_Gsf_CentralPFJet30_BTagCSV_p063_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG24 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20 OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG26		CMSHLT-769	To be removed					
		HLT_Ele23_WPLoose_Gsf_TriCentralPFJet50_40_30_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG24 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20 OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG26		CMSHLT-769	To be removed					
		HLT_Ele23_WPLoose_Gsf_WHbbBoost_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG24 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20 OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG26		CMSHLT-764	L1_SingleIsoEG22er OR L1_SingleIsoEG24 OR L1_SingleEG40					
		HLT_Ele23_WPLoose_Gsf_v3		0	1	1	1	1	1	1	1	1	1	1		L1_SingleEG24 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20 OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG26		CMSHLT-764	L1_SingleIsoEG22er OR L1_SingleIsoEG24 OR L1_SingleEG40					
		HLT_Ele27_WPLoose_Gsf_CentralPFJet30_BTagCSV_p063_v1		0	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG20er OR L1_SingleEG24 OR L1_SingleEG26		CMSHLT-769	To be removed					
		HLT_Ele27_WPLoose_Gsf_TriCentralPFJet50_40_30_v1		0	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG20er OR L1_SingleEG24 OR L1_SingleEG26		CMSHLT-769	To be removed					
		HLT_Ele27_WPLoose_Gsf_WHbbBoost_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG20er OR L1_SingleEG24 OR L1_SingleEG26		CMSHLT-764	L1_SingleIsoEG22er OR L1_SingleIsoEG24 OR L1_SingleEG40					
		HLT_Ele27_WPLoose_Gsf_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG20er OR L1_SingleEG24 OR L1_SingleEG26		CMSHLT-764	L1_SingleIsoEG22er OR L1_SingleIsoEG24 OR L1_SingleEG40					
		HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau35_Trk1_eta2p1_Reg_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG22er OR L1_SingleEG26		no - JIRA soon						
		HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v3		0	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG22er OR L1_SingleEG26		no - JIRA soon						
		HLT_Ele27_eta2p1_WPLoose_Gsf_HT200_v2		1	1	1	1	1	1	1	1	1	1	1		L1_EG27er_HTT200 OR L1_HTT220 OR L1_HTT200		CMSHLT-764	L1_EG27er_HTT200 OR L1_HTT280 OR L1_HTT300					
		HLT_Ele27_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_v3		0	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG22er OR L1_SingleEG26		no - JIRA soon						
		HLT_Ele27_eta2p1_WPLoose_Gsf_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG22er OR L1_SingleEG26		CMSHLT-764	L1_SingleIsoEG22er OR L1_SingleIsoEG24 OR L1_SingleEG40					
		HLT_Ele27_eta2p1_WPTight_Gsf_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG22er OR L1_SingleEG26		CMSHLT-764	L1_SingleIsoEG22er OR L1_SingleIsoEG24 OR L1_SingleEG40					
		HLT_Ele32_eta2p1_WPTight_Gsf_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG30er OR L1_SingleEG40		CMSHLT-764	L1_SingleIsoEG22er OR L1_SingleIsoEG24 OR L1_SingleEG40					
		HLT_Ele35_CaloIdVT_GsfTrkIdT_PFJet150_PFJet50_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG26		yes						
		HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		yes						
	dataset SinglePhoton																							
		HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		yes						
		HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		yes						
		HLT_Photon120_R9Id90_HE10_IsoM_v3		4	2	2	1	1	1	1	1	1	1	1		L1_SingleEG26 OR L1_SingleEG40		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40					
		HLT_Photon120_v3		150	75	50	30	15	10	5	4	3	2	1		L1_SingleEG26 OR L1_SingleEG40		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40					
		HLT_Photon135_PFMET100_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleJet200		no	L1_SingleEG40 OR L1_SingleJet170	EXO				
		HLT_Photon165_HE10_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG26 OR L1_SingleEG40 OR L1_SingleJet200		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40 OR L1_SingleJet200					
		HLT_Photon165_R9Id90_HE10_IsoM_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG26 OR L1_SingleEG40 OR L1_SingleJet200		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40 OR L1_SingleJet200					
		HLT_Photon175_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG26 OR L1_SingleEG40 OR L1_SingleJet200		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40 OR L1_SingleJet200					
		HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3		9	9	90	60	36	18	12	9	6	3	2		L1_SingleEG24		yes						
		HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_VBF_v2		3	3	30	20	12	6	4	3	2	1	1		L1_SingleEG24		yes						
		HLT_Photon22_R9Id90_HE10_IsoM_v2		4	1	2000	1200	800	400	300	200	100	80	40		L1_SingleEG24		CMSHLT-774	L1_SingleEG18	check PS				
		HLT_Photon22_v2		36	9	10000	8000	5000	2400	1800	1200	1000	500	260		L1_SingleEG24		CMSHLT-774	L1_SingleEG18	check PS				
		HLT_Photon250_NoHE_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleJet200		no	L1_SingleEG40 OR L1_SingleJet170	EXO				
		HLT_Photon300_NoHE_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40 OR L1_SingleJet200		no	L1_SingleEG40 OR L1_SingleJet170	EXO				
		HLT_Photon30_R9Id90_HE10_IsoM_v3		2	1200	960	600	400	200	150	100	50	40	20		L1_SingleEG26		yes						
		HLT_Photon30_v3		36	7200	6000	4000	2500	1200	900	600	500	250	130		L1_SingleEG26		yes						
		HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG30		yes						
		HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_VBF_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG30		yes						
		HLT_Photon36_R9Id90_HE10_IsoM_v3		1	600	480	300	200	100	75	50	25	20	10		L1_SingleEG26		yes						
		HLT_Photon36_v3		24	3600	3000	2000	1250	600	450	300	250	125	65		L1_SingleEG26		yes						
		HLT_Photon500_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		no	L1_SingleEG40 OR L1_SingleJet170	EXO				
		HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		yes						
		HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		yes						
		HLT_Photon50_R9Id90_HE10_IsoM_v3		120	60	48	30	20	10	6	4	3	2	2		L1_SingleEG26 OR L1_SingleEG40		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40					
		HLT_Photon50_v3		3600	1800	1000	900	360	200	160	96	72	40	20		L1_SingleEG26 OR L1_SingleEG40		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40					
		HLT_Photon600_v1		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		no	L1_SingleEG40 OR L1_SingleJet170	EXO				
		HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		yes						
		HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF_v2		3	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		yes						
		HLT_Photon75_R9Id90_HE10_IsoM_v3		24	12	12	6	4	2	2	1	1	1	1		L1_SingleEG26 OR L1_SingleEG40		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40					
		HLT_Photon75_v3		1200	600	500	300	180	100	80	48	36	20	10		L1_SingleEG26 OR L1_SingleEG40		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40					
		HLT_Photon90_CaloIdL_PFHT500_v3		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40					
		HLT_Photon90_CaloIdL_PFHT600_v2		1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40					
		HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3		3	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		yes						
		HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_VBF_v2		2	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		yes						
		HLT_Photon90_R9Id90_HE10_IsoM_v3		12	6	4	3	2	1	1	1	1	1	1		L1_SingleEG26 OR L1_SingleEG40		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40					
		HLT_Photon90_v3		600	300	250	150	90	50	40	24	18	10	5		L1_SingleEG26 OR L1_SingleEG40		CMSHLT-762	L1_SingleEG34 OR L1_SingleEG40					
	dataset ZeroBias																							
		HLT_Random_v1		120	120	120	120	120	120	120	120	120	120	120		(none)								
		HLT_ZeroBias_IsolatedBunches_v1		50	50	50	50	50	50	50	50	50	50	50		L1_AlwaysTrue								
		HLT_ZeroBias_v2		200	200	200	200	200	200	200	200	200	200	200		L1_ZeroBias								
stream PhysicsEndOfFill																								
	dataset HINCaloJets																							
		HLT_AK4CaloJet100_v2		0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet35								
		HLT_AK4CaloJet30_v3		0	0	0	0	0	0	0	0	0	0	0		L1_ZeroBias								
		HLT_AK4CaloJet40_v2		0	0	0	0	0	0	0	0	0	0	0		L1_ZeroBias								
